title,images,url,price,description,tracks
Queens Of The Stone Age - In Times New Roman (2LP),"['https://media.s-bol.com/gKrMYBXx8MVj/wB2pE8/550x550.jpg', 'https://media.s-bol.com/m6AKRLWYLrr0/VBo03B/472x840.jpg', 'https://media.s-bol.com/gKrMYBXx8MVj/wB2pE8/124x124.jpg', 'https://media.s-bol.com/m6AKRLWYLrr0/VBo03B/87x155.jpg', 'https://media.s-bol.com/7zjMLLN1xODA/65GR07/124x124.jpg', 'https://media.s-bol.com/JAO44Ay8mpjg/OrqKpr/124x124.jpg']",https://www.bol.com//nl/nl/p/queens-of-the-stone-age-in-times-new-roman/9300000150164698/,"32,99","In Times New Roman... is een album van Queens Of The Stone Age, uitgebracht in 2023. In Times New Roman... bevat o.a. de nummers: “Obscenery”, “Negative Space”, “Emotion Sickness”, “Straight Jacket Fitting” en vele anderen.  Het rock album is verkrijgbaar in de volgende versies:  - CD - 2-LP - 2-LP, Coloured Vinyl","['1. Queens of the Stone Age - Obscenery', '2. Queens of the Stone Age - Paper Machete', '3. Queens of the Stone Age - Negative Space', '4. Queens of the Stone Age - Time & Place', '5. Queens of the Stone Age - Made to Parade', '6. Queens of the Stone Age - Carnavoyeur', '7. Queens of the Stone Age - What the Peephole Say', '8. Queens of the Stone Age - Sicily', '9. Queens of the Stone Age - Emotion Sickness', '10. Queens of the Stone Age - Straight Jacket Fitting']"
Blof - Blauwe Ruis ( Limited Edition Transparant Geel Gekleurd Vinyl),"['https://media.s-bol.com/q5yDzQWyq610/r3KxyL/550x416.jpg', 'https://media.s-bol.com/Njzp4P86k0zv/r3KxyL/550x550.jpg', 'https://media.s-bol.com/q5yDzQWyq610/r3KxyL/124x93.jpg', 'https://media.s-bol.com/Njzp4P86k0zv/r3KxyL/124x124.jpg']",https://www.bol.com//nl/nl/p/blof-blauwe-ruis/9300000147185650/,"34,04","Blauwe Ruis is een album van Blof, uitgebracht in 2023. Blauwe Ruis bevat o.a. de nummers: “Weggaan”, “Meer Van Jou”, “Vraag Me Niet”, “Luchtbel” en vele anderen. Het album betreft een Coloured Vinyl, High Quality, Insert pop LP.","['1. Weggaan - Blof', '2. Blauwe Ruis - Blof', '3. Meer Van Jou - Blof', '4. Dichterbij Dan Ooit - Blof', '5. Vrij - Blof', '6. Mooie Dag - Blof', '7. Diamanten - Blof', '8. Nieuwe Maan - Blof', '9. Vraag Me Niet - Blof', '10. Luchtbel - Blof', '11. Terug - Blof', '12. Vrienden - Blof']"
Dromen in kleur (LP) (Coloured Vinyl).De opvolger van Gedeeld Door Ons.,"['https://media.s-bol.com/YlpE5nP7oYVM/BgKp75W/550x550.jpg', 'https://media.s-bol.com/B1lMADxPOWON/vgXZA58/550x550.jpg', 'https://media.s-bol.com/YlpE5nP7oYVM/BgKp75W/124x124.jpg', 'https://media.s-bol.com/B1lMADxPOWON/vgXZA58/124x124.jpg', 'https://media.s-bol.com/7W83Xzm0qY2j/BgKp75W/124x124.jpg']",https://www.bol.com//nl/nl/p/dromen-in-kleur/9300000053502173/,"23,99","Dromen In Kleur is de opvolger van Gedeeld Door Ons, het platina debuutalbum van Suzan & Freek uit 2019 dat verleden jaar werd bekroond met een Edison in de categorie Nederlandstalig. Op Dromen In Kleur staan de eerder uitgebrachte singles Weg Van Jou, De Overkant en Goud en hun meest recente single Onderweg Naar Later. Voor Weg Van Jou en De Overkant mochten Suzan & Freek onlangs een Buma Award in ontvangst nemen. Weg Van Jou, De Overkant en Goud hebben de platina status behaald, terwijl het in juli verschenen Onderweg Naar Later goud is geworden.  
 
 Over Dromen In Kleur zeggen Suzan & Freek: “‘Als je het kunt dromen, kun je het ook doen’. Een tegeltjeswijsheid van jewelste, maar wel één die klopt, als je het ons vraagt. Alles begint namelijk met die ene droom. Het was onze droom om muziek te maken en op te treden voor zalen gevuld met mensen die onze liedjes meezingen. De afgelopen twee jaar hebben we met veel plezier gewerkt aan ons tweede album: Dromen In Kleur. We kunnen dan ook niet wachten om onze nieuwe liedjes met iedereen te delen!”","['1. Dromen In Kleur - Suzan & Freek', '2. Tussen Jou & Mij - Suzan & Freek', '3. Goud - Suzan & Freek', '4. Lichtje Branden - Suzan & Freek', '5. Onderweg Naar Later - Suzan & Freek', '6. Tenminste Geleefd - Suzan & Freek', '7. Buiten - Suzan & Freek', '8. Weg Van Jou - Suzan & Freek', '9. Allermeest - Suzan & Freek', '10. De Overkant - Suzan & Freek', '11. Niet Meer Van Mij - Suzan & Freek', '12. Blind Misschien - Suzan & Freek']"
Taylor Swift - Reputation (2 LP) (Picture Disc),"['https://media.s-bol.com/mGO4v7ML2WG3/q5Gw32/550x550.jpg', 'https://media.s-bol.com/w2oopXnOomDm/XQrjl8g/550x550.jpg', 'https://media.s-bol.com/mGO4v7ML2WG3/q5Gw32/124x124.jpg', 'https://media.s-bol.com/w2oopXnOomDm/XQrjl8g/124x124.jpg', 'https://media.s-bol.com/GMkkmWlv6vRL/124x87.jpg']",https://www.bol.com//nl/nl/p/taylor-swift-reputation/9200000085548557/,"38,99",Reputation is een album van Taylor Swift uit 2017,"['1. ...Ready For It? - Artist & Taylor Swift', '2. End Game - Artist & Taylor Swift', '3. I Did Something Bad - Artist & Taylor Swift', ""4. Don't Blame Me - Artist & Taylor Swift"", '5. Delicate - Artist & Taylor Swift', '6. Look What You Made Me Do - Taylor Swift', '7. So It Goes... - Artist & Taylor Swift', '8. Gorgeous - Artist & Taylor Swift', '9. Getaway Car - Artist & Taylor Swift', '10. King Of My Heart - Artist & Taylor Swift', '11. Dancing With Our Hands Tied - Artist & Taylor Swift', '12. Dress - Artist & Taylor Swift', ""13. This Is Why We Can't Have Nice Things - Artist & Taylor Swift"", '14. Call It What You Want - Artist & Taylor Swift', ""15. New Year's Day - Artist & Taylor Swift""]"
Nirvana - Nevermind (LP).Het meest bekende album van Nirvana.,"['https://media.s-bol.com/P6vlo9mEROOA/KB00vl/550x551.jpg', 'https://media.s-bol.com/m0GWBZDpDj8n/1BZl6Z/550x550.jpg', 'https://media.s-bol.com/P6vlo9mEROOA/KB00vl/124x124.jpg', 'https://media.s-bol.com/m0GWBZDpDj8n/1BZl6Z/124x124.jpg', 'https://media.s-bol.com/jA79Am8mmqWY/KB00vl/124x129.jpg', 'https://media.s-bol.com/8Myxg4q2N9ZL/124x124.jpg', 'https://media.s-bol.com/j7MONnVMQ74/124x92.jpg']",https://www.bol.com//nl/nl/p/nirvana-nevermind/1000004007379505/,"34,99",Nevermind is een album van Nirvana,"['1. Smells Like Teen Spirit - Nirvana', '2. In Bloom - Nirvana', '3. Come As You Are - Nirvana', '4. Breed - Nirvana', '5. Lithium - Nirvana', '6. Polly - Nirvana']"
Donna Summer - Love To Love You Baby / I Feel Love / Hot Stuff (LP) (Limited Edition) (Picture Disc),['https://media.s-bol.com/m6DMogzXoYAR/vAqr6n/550x550.jpg'],https://www.bol.com//nl/nl/p/donna-summer-love-to-love-you-baby-i-feel-love-hot-stuff/9300000149874581/,"32,99","Speciale limited edition regenboog-kleurige 12"" single van Donna Summer's Love To Love You Baby in de originele lange versie. De b-kant bevat tevens de hits I Feel Love en Hot Stuff.","['1. Love To Love You Baby - Donna Summer', '2. I Feel Love (12"" Version) - Donna Summer', '3. Hot Stuff (12"" Version) - Donna Summer']"
Queen - Bohemian Rhapsody (2 LP) (Original Soundtrack).Original Queen And Smile Recordings From The Soundtrack Of The Movie.,"['https://media.s-bol.com/nND03k0QN6KY/q5Jx60/550x550.jpg', 'https://media.s-bol.com/gJJO91MX8nzk/550x411.jpg', 'https://media.s-bol.com/nND03k0QN6KY/q5Jx60/124x124.jpg', 'https://media.s-bol.com/gJJO91MX8nzk/124x92.jpg']",https://www.bol.com//nl/nl/p/queen-bohemian-rhapsody/9200000098411920/,"46,52",Bohemian Rhapsody is een album van Queen uit 2019,"['1. 20Th Century Fox Fanfare - Queen', '2. Somebody To Love (Remastered 2011) - Queen', '3. Doing All Right (...Revisited) - Smile & Smile', '4. Keep Yourself Alive (Remastered 2018 / Live At The Rainbow, London / March 1974) - Queen', '5. Killer Queen (Remastered 2011) - Queen', '6. Fat Bottomed Girls (Remastered 2018 / Live In Paris, France, 27 February 1979) - Queen', '7. Bohemian Rhapsody (Remastered 2011) - Queen', ""8. Now I'm Here (Remastered 2018 / Live At The Hammersmith Odeon, London / 1975) - Queen"", '9. Crazy Little Thing Called Love (Remastered 2011) - Queen', '10. Love Of My Life (Live At Rock In Rio Festival, 18 January 1985) - Queen', '11. We Will Rock You (Movie Mix) - Queen', '12. Another One Bites The Dust (Remastered 2011) - Queen', '13. I Want To Break Free (Remastered 2018) - Queen', '14. Under Pressure (Remastered 2011) - Queen', '15. Who Wants To Live Forever (Remastered 2011) - Queen & National Philharmonic Orchestra', '16. Bohemian Rhapsody (Remastered 2018 / Live Aid, Wembley Stadium, London, / 1985Uk /) - Queen', '17. Radio Ga Ga (Remastered 2018 / Live Aid, Wembley Stadium, London, / 1985Uk /) - Queen', '18. Ay-Oh (Remastered 2018 / Live Aid, Wembley Stadium, London, / 1985Uk /) - Queen', '19. Hammer To Fall (Remastered 2018 / Live Aid, Wembley Stadium, London, / 1985Uk /) - Queen', '20. We Are The Champions (Remastered 2018 / Live Aid, Wembley Stadium, London, / 1985Uk /) - Queen', ""21. Don't Stop Me Now (...Revisited) - Queen"", '22. The Show Must Go On (Remastered 2011) - Queen']"
Endless Summer Vacation,"['https://media.s-bol.com/VWkZr1RJANnz/AxZE3B/550x431.jpg', 'https://media.s-bol.com/qo9xNZ054r47/QRM5n9/472x840.jpg', 'https://media.s-bol.com/VWkZr1RJANnz/AxZE3B/124x97.jpg', 'https://media.s-bol.com/qo9xNZ054r47/QRM5n9/87x155.jpg', 'https://media.s-bol.com/kgV7p4WwLgv6/AxlAL3/124x124.jpg']",https://www.bol.com//nl/nl/p/endless-summer-vacation/9300000139334045/,"26,99","Endless Summer Vacation is het langverwachte album van artiest, songwriter en pionier Miley Cyrus. Het is het achtste studioalbum van Miley en het vervolg op het album uit 2020, Plastic Hearts. In 2023 is Miley de sterkste en meest zelfverzekerde die ze ooit is geweest, met de muziek en beelden van Endless Summer Vacation als een weerspiegeling daarvan. Het album is opgenomen in Los Angeles en geproduceerd met Kid Harpoon, Greg Kurstin, Mike WiLL Made-It en Tyler Johnson, Miley beschrijft het album als haar liefdesbrief aan LA.","['1. Miley Cyrus - Flowers', '2. Miley Cyrus - Jaded', '3. Miley Cyrus - Rose Colored Lenses', '4. Miley Cyrus - Thousand Miles (Feat. Brandi Carlile)', '5. Miley Cyrus - You', '6. Miley Cyrus - Handstand', '7. Miley Cyrus - River', '8. Miley Cyrus - Violet Chemistry', '9. Miley Cyrus - Muddy Feet (Feat. Sia)', '10. Miley Cyrus - Wildcard', '11. Miley Cyrus - Island', '12. Miley Cyrus - Wonder Woman']"
"÷ ""DIVIDE"" (Deluxe LP).Het derde studioalbum van Ed Sheeran met o.a. de tracks ""Shape of You"", ""Perfect"" & ""Galway Girl"".","['https://media.s-bol.com/xQvLODy1R79/550x411.jpg', 'https://media.s-bol.com/K8zGA2Qmn66l/550x309.jpg', 'https://media.s-bol.com/xQvLODy1R79/124x92.jpg', 'https://media.s-bol.com/K8zGA2Qmn66l/124x69.jpg', 'https://media.s-bol.com/RgWQ6GKZXJk0/124x124.jpg', 'https://media.s-bol.com/qjJKx49KEPN2/x2YDrz/124x124.jpg']",https://www.bol.com//nl/nl/p/divide/9200000073620653/,"36,99","Deze deluxe lp bevat maar liefst 4 extra tracks! Na lange speculatie bevestigde Ed Sheeran de komst van zijn album ÷ (spreek uit DIVIDE). Sheeran brak al eerder Spotify records met de eerste twee singles van het album (Castle On The Hill, Shape Of You) voor meeste streams op één dag, en stootte daarmee Adele’s Hello van de troon.÷ DIVIDE is het resultaat van een artiest die zichzelf continu in nieuwe richtingen pusht en daarmee nieuw muzikaal terrein betreed met zijn eindeloze muzikale vocabulaire. Ed Sheeran haalt op dit album inspiratie uit persoonlijke ervaringen en onderwerpen die voor hem van belang zijn en neemt de luisteraar daarin mee op een bijzonder persoonlijke reis.Musicaal gezien is ÷ DIVIDE een samenstelling van prachtige emotionele ballads, passievolle raps en hip hop beats, en het innoverende, tijdloze, en typerende gitaarwerk van Ed Sheeran. Ed heeft het artwork van het album helemaal met de eigen hand geschilderd.","['1. Ed Sheeran - Eraser', '2. Ed Sheeran - Castle on the Hill', '3. Ed Sheeran - Dive', '4. Ed Sheeran - Shape of You', '5. Ed Sheeran - Perfect', '6. Ed Sheeran - Galway Girl', '7. Ed Sheeran - Happier', '8. Ed Sheeran - New Man', ""9. Ed Sheeran - Hearts Don't Break Around Here"", '10. Ed Sheeran - What Do I Know?', '11. Ed Sheeran - How Would You Feel (Paean)', '12. Ed Sheeran - Supermarket Flowers', '13. Ed Sheeran - Barcelona', '14. Ed Sheeran - Bibia Be Ye Ye', '15. Ed Sheeran - Nancy Mulligan', '16. Ed Sheeran - Save Myself']"
Taylor Swift - Red (Taylor's Version) (4 LP).Niet eerder uitgebrachte nummers van Taylor Swift.,"['https://media.s-bol.com/g65MLxgPNRvG/wmJZLzm/550x550.jpg', 'https://media.s-bol.com/mMVOOJZm8X79/wmx7G9J/550x381.jpg', 'https://media.s-bol.com/g65MLxgPNRvG/wmJZLzm/124x124.jpg', 'https://media.s-bol.com/mMVOOJZm8X79/wmx7G9J/124x85.jpg']",https://www.bol.com//nl/nl/p/taylor-swift-red/9300000060458339/,"51,99","Red (Taylor's Version) is de heropname van de vierde studioalbum van Amerikaanse zangeres Taylor Swift, die verscheen op 12 november 2021 bij Republic Records. Het is de tweede heropname van een ouder album van Swift, na Fearless (Taylor's Version), als gevolg van Swifts dispuut met haar voormalige platenlabel. Het album bevat enerzijds heropnames van nummers die Swift al eerder uitbracht, waaronder 20 liedjes van het originele album en 'Ronan', een single die Swift voor het goede doel uitbracht. Anderzijds bevat het album negen andere liedjes geschreven voor Red die de selectie van 2012 niet haalden, waaronder de originele, tien minuten durende versie van 'All Too Well'.","[""1. State Of Grace (Taylor's Version) - Taylor Swift"", ""2. Red (Taylor's Version) - Taylor Swift"", ""3. Treacherous (Taylor's Version) - Taylor Swift"", ""4. I Knew You Were Trouble (Taylor's Version) - Taylor Swift"", ""5. All Too Well (Taylor's Version) - Taylor Swift"", ""6. 22 (Taylor's Version) - Taylor Swift"", ""7. I Almost Do (Taylor's Version) - Taylor Swift"", ""8. We Are Never Ever Getting Back Together (Taylor's Version) - Taylor Swift"", ""9. Stay Stay Stay (Taylor's Version) - Taylor Swift"", ""10. The Last Time (Taylor's Version) - Taylor Swift"", ""11. Holy Ground (Taylor's Version) - Taylor Swift"", ""12. Sad Beautiful Tragic (Taylor's Version) - Taylor Swift"", ""13. The Lucky One (Taylor's Version) - Taylor Swift"", ""14. Everything Has Changed (Taylor's Version) - Taylor Swift"", ""15. Starlight (Taylor's Version) - Taylor Swift"", ""16. Begin Again (Taylor's Version) - Taylor Swift"", ""17. The Moment I Knew (Taylor's Version) - Taylor Swift"", ""18. Come Back...Be Here (Taylor's Version) - Taylor Swift"", ""19. Girl At Home (Taylor's Version) - Taylor Swift"", ""20. State Of Grace (Acoustic Version) (Taylor's Version) - Taylor Swift"", ""21. Ronan (Taylor's Version) - Taylor Swift"", ""22. Better Man (Taylor's Version) (From The Vault) - Taylor Swift"", ""23. Nothing New (Taylor's Version) (From The Vault) - Taylor Swift"", ""24. Babe (Taylor's Version) (From The Vault) - Taylor Swift"", ""25. Message In A Bottle (Taylor's Version) (From The Vault) - Taylor Swift"", ""26. I Bet You Think About Me (Taylor's Version) (From The Vault) - Taylor Swift"", ""27. Forever Winter (Taylor's Version) (From The Vault) - Taylor Swift"", ""28. Run (Taylor's Version) (From The Vault) - Taylor Swift"", ""29. The Very First Night (Taylor's Version) (From The Vault) - Taylor Swift"", ""30. All Too Well (10 Minute Version) (Taylor's Version) (From The Vault) - Taylor Swift""]"
Fine Line (LP).Het tweede studioalbum van Harry Styles.,"['https://media.s-bol.com/7JBxVpDBo01G/gnrQ59/550x550.jpg', 'https://media.s-bol.com/R6ElZMgzl2XE/550x411.jpg', 'https://media.s-bol.com/7JBxVpDBo01G/gnrQ59/124x124.jpg', 'https://media.s-bol.com/R6ElZMgzl2XE/124x92.jpg', 'https://media.s-bol.com/DqMo4A0rvAok/124x122.jpg', 'https://media.s-bol.com/nm8WK788npv5/J7pwKJ/124x110.jpg']",https://www.bol.com//nl/nl/p/fine-line/9200000123876222/,"31,99","Het tweede solo album van de bekende One Direction zanger Harry Styles werd in augustus 2019 bekend gemaakt Tijdens het opnemen van het album werd Styles geïnspireerd door Joni Mitchell, David Bowie, en Van Morrison. Styles' ex-vriendin, Camille Rowe. Harry wil vertellen dat dit album over je vrij en verdrietig voelen gaat. 
 Om het album te vieren gaf hij twee concerten om het album te promoten voor zijn bijbehorende tour.","['1. Harry Styles - Golden', '2. Harry Styles - Watermelon Sugar', '3. Harry Styles - Adore You', '4. Harry Styles - Lights Up', '5. Harry Styles - Cherry', '6. Harry Styles - Falling', '7. Harry Styles - To Be So Lonely', '8. Harry Styles - She', '9. Harry Styles & Harry Styles - Sunflower, Vol. 6', '10. Harry Styles - Canyon Moon', '11. Harry Styles & Lucius - Treat People With Kindness', '12. Harry Styles - Fine Line']"
DOE MAAR - DE LIMMEN TAPES-COLOURED-,['https://media.s-bol.com/NjwVzmL4gvRz/k3xZLx/550x555.jpg'],https://www.bol.com//nl/nl/p/doe-maar-de-limmen-tapes-coloured/9300000148769722/,"64,95","De Limmen Tapes, limited edition 1000 copies",[]
Thriller (LP).Een van de meeste legendarische albums van Michael Jackson.,"['https://media.s-bol.com/BrMyEq2q9AOY/550x545.jpg', 'https://media.s-bol.com/7336V4AmyLYw/550x411.jpg', 'https://media.s-bol.com/BrMyEq2q9AOY/124x123.jpg', 'https://media.s-bol.com/7336V4AmyLYw/124x92.jpg']",https://www.bol.com//nl/nl/p/thriller/9200000055627507/,"29,99","Het legendarische Thriller is het zesde studioalbum van King of Pop Michael Jackson. Het album kwam in 1982 uit en was een van de eerste die videoclips gebruikte om de release te promoten. Dit resulteerde in de iconische video’s bij Billie Jean, Beat It en Thriller. In die laatste is Michael Jackson onvergetelijk als dansende zombie.","[""1. Michael Jackson - Wanna Be Startin' Somethin'"", '2. Michael Jackson - Baby Be Mine', '3. Michael Jackson & Paul McCartney - The Girl Is Mine', '4. Michael Jackson - Thriller', '5. Michael Jackson - Beat it (Single Version)', '6. Michael Jackson - Billie Jean (Single Version)', '7. Michael Jackson - Human Nature', '8. Michael Jackson - P.Y.T. (Pretty Young Thing)', '9. Michael Jackson - The Lady In My Life']"
Pink Floyd - Dark Side Of The Moon - Live At Wembley 1974 (LP),['https://media.s-bol.com/YZxGq9EpnROp/xmm7PB/550x389.jpg'],https://www.bol.com//nl/nl/p/pink-floyd-dark-side-of-the-moon-live-at-wembley-1974/9300000139644382/,"22,99","Dark Side Of The Moon - Live At Wembley 1974 is een album van Pink Floyd, uitgebracht in 2023. Dark Side Of The Moon - Live At Wembley 1974 bevat o.a. de nummers: “Speak To Me”, “On The Run”, “Brain Damage”, “Eclipse” en vele anderen.  Het rock album is verkrijgbaar in de volgende versies:  - LP, High Quality - CD, Digisleeve","['1. Pink Floyd - Speak to Me', '2. Pink Floyd - Breathe (In the Air)', '3. Pink Floyd - On the Run', '4. Pink Floyd - Time', '5. Pink Floyd - The Great Gig in the Sky', '6. Pink Floyd - Money', '7. Pink Floyd - Us and Them', '8. Pink Floyd - Any Colour You Like', '9. Pink Floyd - Brain Damage', '10. Pink Floyd - Eclipse']"
21 (LP).Het legendarische album van Adele.,"['https://media.s-bol.com/mZQ9p0Y0Yg4r/550x411.jpg', 'https://media.s-bol.com/gxLL1OYv3r5r/550x550.jpg', 'https://media.s-bol.com/mZQ9p0Y0Yg4r/124x92.jpg', 'https://media.s-bol.com/gxLL1OYv3r5r/124x124.jpg']",https://www.bol.com//nl/nl/p/21/1000004010946715/,"28,99","21 werd grotendeels opgenomen in Malibu met de legendarische producer Rick Rubin (bekend van Johnny Cash, Jay Z en Red Hot Chilli Peppers) en gedeeltelijk in Londen met producer Paul Epworth (Bloc Party en Florence And The Machine). Voor de totstandkoming van 21 werd Adele vooral geïnspireerd door artiesten als Wanda Jackson, Yvonne Fair, Andrew Bird, Elbow, Mary J Blige, Mos Def, Tom Waits en Kanye West. Het album wordt voorafgegaan door de single Rolling In The Deep. Dit nummer werd geschreven en geproduceerd door Adele en Paul Epworth. ""It's a dark bluesy gospel disco tune,"" aldus Adele over de single.Over het album zegt ze: ""I'm very excited, nervous, eager, anxious but chuffed to announce my new album! It's taken a while and it knocked me for six when writing it. It's different from ""19"", it's about the same things but in a different light. I deal with things differently now. I'm more patient, more honest, more forgiving and more aware of my own flaws, habits and principles. Something that comes with age I think. So fittingly this record is called ""21"". The whole reason I called my first album ""19"" was about cataloging what happened to me then and who I was then, like a photo album you see the progression and changes in a person throughout the years"".","['1. Rolling In The Deep', '2. Rumour Has It', '3. Turning Tables', ""4. Don't You Remember"", '5. Set Fire To The Rain', ""6. He Won't Go"", '7. Take It All', ""8. I'll Be Waiting"", '9. One And Only', '10. Lovesong', '11. Someone Like You']"
"Greatest Hits (LP).De beste, meest bekende, en mooiste hits van Fleetwood Mac.","['https://media.s-bol.com/KOYzowELAj7r/550x573.jpg', 'https://media.s-bol.com/BXQGx9O740YX/lM109V/550x550.jpg', 'https://media.s-bol.com/KOYzowELAj7r/124x129.jpg', 'https://media.s-bol.com/BXQGx9O740YX/lM109V/124x124.jpg', 'https://media.s-bol.com/vgYRMEgy4zvL/124x129.jpg', 'https://media.s-bol.com/qlEoZQgYWBX3/124x124.jpg', 'https://media.s-bol.com/qxYM7A64kGKy/124x92.jpg', 'https://media.s-bol.com/qpR0AZ8ZB3E2/B8WXj2/124x124.jpg']",https://www.bol.com//nl/nl/p/greatest-hits/9200000028118370/,"22,49","De beste, meest bekende, en mooiste hits van Fleetwood Mac. Deze verzamelaar werd voor het eerst uitgebracht in 1988 en is uiteraard een must have voor de fanatieke Fleetwood Mac fan, maar ook voor de nieuwe ontdekker. Het album is maar liefst 8x platina gegaan, en bevat onder andere de absolute favorieten: ‘Go Your Own Way’ ,’Rihannon’ , en ‘Everywhere’.","['1. Rhiannon', ""2. Don't stop"", '3. Go your own way', '4. Hold me', '5. Everywhere', '6. Gypsy', '7. As long as you follow', '8. Say You Love Me', '9. Dreams', '10. Little Lies', '11. Sara', '12. Tusk', '13. No Questions Asked']"
Greatest Hits (LP).Het beste van Bruce Springsteen.,"['https://media.s-bol.com/7361pxjo1Ykw/550x411.jpg', 'https://media.s-bol.com/jJwxo3lVw9QR/JQKWJJ/550x555.jpg', 'https://media.s-bol.com/7361pxjo1Ykw/124x92.jpg', 'https://media.s-bol.com/jJwxo3lVw9QR/JQKWJJ/124x125.jpg']",https://www.bol.com//nl/nl/p/greatest-hits/9200000093110337/,"22,99","Greatest Hits is Bruce Springsteen’s eerste verzamelalbum. Het album is een collectie van Springsteen’s hit singles, populaire album tracks en 4 nieuwe tracks. Bruce Springsteen’s Greatest Hits werd uitgebracht op 27 februari 1995 en bevat 18 tracks.","['1. Born To Run', '2. Thunder Road', '3. Badlands', '4. The River', '5. Hungry Heart', '6. Atlantic City', '7. Dancing In The Dark', '8. Born In The U.S.A.', '9. My Hometown', '10. Glory Days', '11. Brilliant Disguise', '12. Human Touch', '13. Better Days', '14. Streets Of Philadelphia', '15. Secret Garden', '16. Murder Incorporated', '17. Blood Brothers', '18. This Hard Land']"
